User_id,Last_Name,First_Name,Canton,Party,Fraction,Akteur,Year,Week,Twitter_Success_Score
3039132947,Brand,Heinz,Graubuenden,schweizerische volkspartei,NA,Nationalrat,2019,14,0
724584142344695808,Buffat,Michaël,Waadt,schweizerische volkspartei,NA,Nationalrat,2019,14,0
1018157677,Tuena,Mauro,Zuerich,schweizerische volkspartei,NA,Nationalrat,2019,14,0
1077680574,Hurter,Thomas,Schaffhausen,schweizerische volkspartei,NA,Nationalrat,2019,14,0
968401772732735488,Campell,Duri,Graubuenden,bÜrgerlich-demokratische partei schweiz,NA,Nationalrat,2019,14,0
14273050,,,,,NA,Neue Zürcher Zeitung,2019,15,6.0035455294027
202985146,,,,,NA,Tagesanzeiger,2019,15,5.98394106605476
17864468,,,,,NA,Schweizer Radio und Fernsehen,2019,15,4.23200542243363
15786941,,,,,NA,20 Minuten,2019,15,5.70223322551843
172375021,,,,christlichdemokratische volkspartei der schweiz,CVP-FRAKTION,Christlichdemokratische Partei,2019,15,5.09642263307973
39250641,,,,fdp.die liberalen,FDP-LIBERALE FRAKTION,FDP-Die Liberalen,2019,15,4.8985629612564
240161502,,,,grÜne partei der schweiz,GRÜNE FRAKTION,Grüne Partei Schweiz,2019,15,4.96490874653136
40681558,,,,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Sozialdemokratische Partei Schweiz,2019,15,5.1846432503942
127462226,,,,,NA,Schweizerische Bankiervereinigung,2019,15,4.53713109577453
819202189,,,,,NA,Schweizerischer Baumeisterverband,2019,15,4.45476586034968
323132835,Quadri,Lorenzo,Tessin,lega dei ticinesi,FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI,Parliamentarian,2019,15,4.68246091877611
22799864,,,,grÜnliberale partei,GRÜNLIBERALE FRAKTION,Grünliberale Partei Schweiz,2019,15,4.86978624509703
33470425,,,,,NA,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2019,15,4.52062136916135
485885985,Tornare,Manuel,Genf,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Parliamentarian,2019,15,4.77421604964753
458597614,Müller-Altermatt,Stefan,Solothurn,christlichdemokratische volkspartei der schweiz,CVP-FRAKTION,Parliamentarian,2019,15,3.59229331365888
262715220,,,,,NA,Schweizerischer Gewerbeverband,2019,15,4.4807821214472
121068845,Zanetti,Claudio,Zuerich,schweizerische volkspartei,FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI,Parliamentarian,2019,15,5.64487046576193
50047040,Badran,Jacqueline,Zuerich,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Parliamentarian,2019,15,5.0062108861309
93878848,Riklin,Kathy,Zuerich,christlichdemokratische volkspartei der schweiz,CVP-FRAKTION,Parliamentarian,2019,15,4.59232200979065
56377952,,,,,NA,Economie Suisse,2019,15,4.39041080631259
226841200,,,,bÜrgerlich-demokratische partei schweiz,FRAKTION BD,Bürgerlich Demokratische Partei Schweiz,2019,15,4.50526779123059
20442734,Nantermod,Philippe,Wallis,fdp.die liberalen,FDP-LIBERALE FRAKTION,Parliamentarian,2019,15,4.58923396916005
263582303,Schneider-Schneiter,Elisabeth,Basel-Landschaft,christlichdemokratische volkspartei der schweiz,CVP-FRAKTION,Parliamentarian,2019,15,4.64220664373956
113616426,Guhl,Bernhard,Aargau,bÜrgerlich-demokratische partei schweiz,FRAKTION BD,Parliamentarian,2019,15,4.6949399535524
303319566,Schenker,Silvia,Basel-Stadt,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Parliamentarian,2019,15,4.68959360121639
107053461,Marti,Min,Zuerich,sozialdemokratische partei der schweiz,NA,Nationalrat,2019,15,4.63479096920222
3291242279,Pfister,Gerhard,Zug,christlichdemokratische volkspartei der schweiz,CVP-FRAKTION,Parliamentarian,2019,15,4.63473028047661
50444931,Wasserfallen,Christian,Bern,fdp.die liberalen,FDP-LIBERALE FRAKTION,Parliamentarian,2019,15,4.78022376785337
190944081,Rickli,Natalie,Zuerich,schweizerische volkspartei,NA,Nationalrat,2019,15,4.706573580112
3165953063,,,,,NA,Die Bundesversammlung — Das Schweizer Parlament,2019,15,4.91197695551209
701223252,,,,,NA,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2019,15,4.88065590925558
50262858,Romano,Marco,Tessin,christlichdemokratische volkspartei der schweiz,CVP-FRAKTION,Parliamentarian,2019,15,4.44889072275768
206113899,,,,,NA,Schweizerischer Gewerkschaftsbund,2019,15,4.38070897575309
14077586,Girod,Bastien,Zuerich,grÜne partei der schweiz,NA,Nationalrat,2019,15,4.42116101190574
26531313,Reimann,Lukas,St. Gallen,schweizerische volkspartei,FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI,Parliamentarian,2019,15,4.69519598401858
607353825,Marra,Ada,Waadt,sozialdemokratische partei der schweiz,NA,Nationalrat,2019,15,4.45586936955317
847717320,Carobbio,Marina,Tessin,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Parliamentarian,2019,15,4.18034754575247
14675346,Glättli,Balthasar,Zuerich,grÜne partei der schweiz,GRÜNE FRAKTION,Parliamentarian,2019,15,4.9346958055417
406232148,Reynard,Mathias,Wallis,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Parliamentarian,2019,15,3.81673442201379
157431387,Sommaruga,Carlo,Genf,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Parliamentarian,2019,15,4.70842278052666
304379532,Noser,Ruedi,Zuerich,fdp.die liberalen,FDP-LIBERALE FRAKTION,Parliamentarian,2019,15,2.23214906005906
1052528581,Nussbaumer,Eric,Basel-Landschaft,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Parliamentarian,2019,15,4.67571395763652
123362849,Flach,Beat,Aargau,grÜnliberale partei,GRÜNLIBERALE FRAKTION,Parliamentarian,2019,15,4.65086594296695
323221890,,,,,NA,Schweizer Bauernverband,2019,15,4.36206048151766
350198606,Pantani,Roberta,Tessin,lega dei ticinesi,FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI,Parliamentarian,2019,15,4.26288081993054
778644518,Nordmann,Roger,Waadt,sozialdemokratische partei der schweiz,SOZIALDEMOKRATISCHE FRAKTION,Parliamentarian,2019,15,4.59038246004109
991720068,Regazzi,Fabio,Tessin,christlichdemokratische volkspartei der schweiz,CVP-FRAKTION,Parliamentarian,2019,15,4.28977351705095
